token	corpus size	all contexts size	frequency	co-frequency	specificity
пытаются	38534	11850	3	2	0.71
Кстати	38534	11850	3	2	0.71
подтверждается	38534	11850	3	2	0.71
веков	38534	11850	3	2	0.71
году	38534	11850	3	2	0.71
независимые	38534	11850	3	2	0.71
представлена	38534	11850	3	2	0.71
решили	38534	11850	3	2	0.71
выводы	38534	11850	3	2	0.71
существо	38534	11850	3	2	0.71
сколько	38534	11850	3	2	0.71
Ведь	38534	11850	3	2	0.71
Осознанность	38534	11850	3	2	0.71
утверждать	38534	11850	3	2	0.71
вызывает	38534	11850	3	2	0.71
пациенты	38534	11850	3	2	0.71
развитии	38534	11850	3	2	0.71
Совокупность	38534	11850	3	2	0.71
психологическая	38534	11850	3	2	0.71
причина	38534	11850	3	2	0.71
различные	38534	11850	3	2	0.71
непосредственное	38534	11850	3	2	0.71
определённого	38534	11850	3	2	0.71
спит	38534	11850	3	2	0.71
изучением	38534	11850	3	2	0.71
изменяют	38534	11850	3	2	0.71
предсознания	38534	11850	3	2	0.71
Предсознание	38534	11850	3	2	0.71
развить	38534	11850	3	2	0.71
изменить	38534	11850	3	2	0.71
система	38534	11850	18	5	0.70
внимания	38534	11850	18	5	0.70
связи	38534	11850	18	5	0.70
психического	38534	11850	14	5	0.70
смысл	38534	11850	14	5	0.70
жизнь	38534	11850	14	5	0.70
уровне	38534	11850	14	5	0.70
«Я»	38534	11850	17	5	0.68
что-то	38534	11850	10	4	0.68
самых	38534	11850	10	4	0.68
одна	38534	11850	10	4	0.68
философы	38534	11850	10	4	0.68
результате	38534	11850	10	4	0.68
обработки	38534	11850	10	4	0.68
другим	38534	11850	10	4	0.68
поступки	38534	11850	10	4	0.68
состояний	38534	11850	15	5	0.68
прежде	38534	11850	15	5	0.68
активности	38534	11850	15	5	0.68
кажется	38534	11850	15	5	0.68
По	38534	11850	16	5	0.68
цели	38534	11850	16	5	0.68
тогда	38534	11850	16	5	0.68
понимание	38534	11850	15	4	0.67
общее	38534	11850	11	4	0.65
мышления	38534	11850	11	4	0.65
две	38534	11850	11	4	0.65
определение	38534	11850	11	4	0.65
объективной	38534	11850	11	4	0.65
дает	38534	11850	11	4	0.65
бессознательное	38534	11850	11	4	0.65
психике	38534	11850	11	4	0.65
людям	38534	11850	11	4	0.65
«я»	38534	11850	11	4	0.65
Однако	38534	11850	14	4	0.64
действий	38534	11850	14	4	0.64
называют	38534	11850	14	4	0.64
информация	38534	11850	14	4	0.64
вообще	38534	11850	14	4	0.64
вместе	38534	11850	14	4	0.64
понятий	38534	11850	14	4	0.64
чувства	38534	11850	14	4	0.64
такая	38534	11850	7	3	0.63
отношению	38534	11850	7	3	0.63
одну	38534	11850	7	3	0.63
болезни	38534	11850	7	3	0.63
словарь	38534	11850	7	3	0.63
впервые	38534	11850	7	3	0.63
о том	38534	11850	7	3	0.63
человеческой	38534	11850	7	3	0.63
нескольких	38534	11850	7	3	0.63
ранее	38534	11850	7	3	0.63
собственное	38534	11850	7	3	0.63
Почему	38534	11850	7	3	0.63
сразу	38534	11850	7	3	0.63
особенно	38534	11850	7	3	0.63
реализации	38534	11850	7	3	0.63
внутреннее	38534	11850	7	3	0.63
вины	38534	11850	7	3	0.63
развивается	38534	11850	7	3	0.63
другие	38534	11850	12	4	0.63
проблема	38534	11850	12	4	0.63
Эта	38534	11850	12	4	0.63
сущности	38534	11850	12	4	0.63
говорит	38534	11850	12	4	0.63
Например	38534	11850	12	4	0.63
возможность	38534	11850	12	4	0.63
речь	38534	11850	12	4	0.63
те	38534	11850	12	4	0.63
нечто	38534	11850	12	4	0.63
почему	38534	11850	12	4	0.63
тех	38534	11850	12	4	0.63
собственного	38534	11850	13	4	0.63
разных	38534	11850	13	4	0.63
имеют	38534	11850	13	4	0.63
понимания	38534	11850	13	4	0.63
К	38534	11850	13	4	0.63
окружающего	38534	11850	13	4	0.63
самосознания	38534	11850	13	4	0.63
значение	38534	11850	12	3	0.63
постоянно	38534	11850	12	3	0.63
одно	38534	11850	12	3	0.63
физическим	38534	11850	12	3	0.63
целом	38534	11850	12	3	0.63
ощущение	38534	11850	12	3	0.63
непосредственно	38534	11850	12	3	0.63
Она	38534	11850	12	3	0.63
качестве	38534	11850	12	3	0.63
души	38534	11850	11	3	0.60
объектов	38534	11850	11	3	0.60
объекта	38534	11850	11	3	0.60
людьми	38534	11850	11	3	0.60
лет	38534	11850	11	3	0.60
объект	38534	11850	11	3	0.60
совершенно	38534	11850	11	3	0.60
природы	38534	11850	11	3	0.60
области	38534	11850	11	3	0.60
наука	38534	11850	11	3	0.60
больше	38534	11850	11	3	0.60
часть	38534	11850	11	3	0.60
Содержание	38534	11850	11	3	0.60
могли	38534	11850	11	3	0.60
сделать	38534	11850	11	3	0.60
Не	38534	11850	11	3	0.60
чего-то	38534	11850	8	3	0.59
основных	38534	11850	8	3	0.59
будто	38534	11850	8	3	0.59
плане	38534	11850	8	3	0.59
структурой	38534	11850	8	3	0.59
хорошо	38534	11850	8	3	0.59
утверждает	38534	11850	8	3	0.59
типов	38534	11850	8	3	0.59
ряд	38534	11850	8	3	0.59
особенности	38534	11850	8	3	0.59
проявляется	38534	11850	8	3	0.59
нами	38534	11850	8	3	0.59
зависит	38534	11850	8	3	0.59
