token	corpus size	all contexts size	frequency	co-frequency	specificity
Из	117104	41002	17	9	1.21
служит	117104	41002	17	9	1.21
свойств	117104	41002	30	14	1.21
человеческой	117104	41002	30	14	1.21
если	117104	41002	184	64	1.21
Поэтому	117104	41002	52	22	1.21
возможность	117104	41002	52	22	1.21
более	117104	41002	141	52	1.20
которой	117104	41002	75	30	1.20
смысле	117104	41002	58	24	1.19
всегда	117104	41002	87	34	1.19
которая	117104	41002	108	41	1.19
способность	117104	41002	105	40	1.19
внутри	117104	41002	33	15	1.19
находится	117104	41002	33	15	1.19
стыда	117104	41002	25	12	1.19
воспитания	117104	41002	25	12	1.19
дает	117104	41002	47	20	1.18
памяти	117104	41002	47	20	1.18
чтобы	117104	41002	131	48	1.17
способности	117104	41002	36	16	1.17
чувство	117104	41002	88	34	1.17
которого	117104	41002	53	22	1.16
существования	117104	41002	20	10	1.16
множество	117104	41002	20	10	1.16
ума	117104	41002	20	10	1.16
подобно	117104	41002	20	10	1.16
мысль	117104	41002	20	10	1.16
форму	117104	41002	10	6	1.16
отдельных	117104	41002	10	6	1.16
та	117104	41002	10	6	1.16
(или	117104	41002	10	6	1.16
нейронных	117104	41002	10	6	1.16
отношениях	117104	41002	10	6	1.16
коре	117104	41002	10	6	1.16
Чалмерс	117104	41002	10	6	1.16
нужны	117104	41002	10	6	1.16
физики	117104	41002	10	6	1.16
связан	117104	41002	10	6	1.16
фундаментальной	117104	41002	10	6	1.16
думаю	117104	41002	10	6	1.16
главный	117104	41002	10	6	1.16
чисто	117104	41002	10	6	1.16
столько	117104	41002	10	6	1.16
сколько	117104	41002	10	6	1.16
Через	117104	41002	10	6	1.16
грехопадения	117104	41002	10	6	1.16
достаточно	117104	41002	28	13	1.16
видов	117104	41002	15	8	1.15
столь	117104	41002	15	8	1.15
стоит	117104	41002	15	8	1.15
факторов	117104	41002	15	8	1.15
черты	117104	41002	15	8	1.15
называет	117104	41002	15	8	1.15
силой	117104	41002	15	8	1.15
через	117104	41002	77	30	1.14
со	117104	41002	116	42	1.13
дух	117104	41002	23	11	1.13
некоторых	117104	41002	23	11	1.13
переживаний	117104	41002	23	11	1.13
нами	117104	41002	23	11	1.13
определение	117104	41002	34	15	1.12
означает	117104	41002	34	15	1.12
перед	117104	41002	69	27	1.12
точки	117104	41002	66	26	1.12
время	117104	41002	104	38	1.11
деятельности	117104	41002	112	40	1.11
каждого	117104	41002	40	17	1.10
проблемы	117104	41002	26	12	1.10
заключается	117104	41002	26	12	1.10
феномен	117104	41002	26	12	1.10
зрения	117104	41002	82	31	1.10
какой	117104	41002	18	9	1.10
существ	117104	41002	18	9	1.10
самой	117104	41002	18	9	1.10
Благодаря	117104	41002	18	9	1.10
пор	117104	41002	18	9	1.10
личной	117104	41002	18	9	1.10
под	117104	41002	76	29	1.10
личности	117104	41002	89	33	1.09
больше	117104	41002	46	19	1.09
искусственного	117104	41002	8	5	1.09
находящихся	117104	41002	8	5	1.09
характеризуется	117104	41002	8	5	1.09
взаимодействие	117104	41002	8	5	1.09
возникло	117104	41002	8	5	1.09
возникла	117104	41002	8	5	1.09
работе	117104	41002	8	5	1.09
отсутствует	117104	41002	8	5	1.09
ряда	117104	41002	8	5	1.09
Дэвид	117104	41002	8	5	1.09
бодрствование	117104	41002	8	5	1.09
отличаются	117104	41002	8	5	1.09
Получается	117104	41002	8	5	1.09
изначально	117104	41002	8	5	1.09
чистоту	117104	41002	8	5	1.09
услышать	117104	41002	8	5	1.09
При	117104	41002	55	22	1.09
понятий	117104	41002	29	13	1.09
очень	117104	41002	83	31	1.09
принято	117104	41002	13	7	1.08
некоторое	117104	41002	13	7	1.08
когнитивных	117104	41002	13	7	1.08
внешние	117104	41002	13	7	1.08
ясности	117104	41002	13	7	1.08
выполняет	117104	41002	13	7	1.08
именно	117104	41002	74	28	1.08
мнению	117104	41002	32	14	1.08
об	117104	41002	71	27	1.07
информации	117104	41002	71	27	1.07
характер	117104	41002	21	10	1.07
своего	117104	41002	65	25	1.07
мир	117104	41002	93	33	1.07
состояние	117104	41002	93	33	1.07
действия	117104	41002	89	32	1.06
них	117104	41002	89	32	1.06
состоянии	117104	41002	44	18	1.06
всех	117104	41002	87	31	1.05
результате	117104	41002	27	12	1.04
одновременно	117104	41002	16	8	1.03
внутренней	117104	41002	16	8	1.03
языка	117104	41002	16	8	1.03
начала	117104	41002	16	8	1.03
исследований	117104	41002	16	8	1.03
вообще	117104	41002	30	13	1.03
такой	117104	41002	51	20	1.03
таким	117104	41002	36	15	1.02
понимание	117104	41002	36	15	1.02
тоже	117104	41002	36	15	1.02
той	117104	41002	36	15	1.02
внимания	117104	41002	42	17	1.02
закона	117104	41002	42	17	1.02
рассмотрения	117104	41002	6	4	1.02
компьютера	117104	41002	6	4	1.02
концепцию	117104	41002	6	4	1.02
функциональном	117104	41002	6	4	1.02
представители	117104	41002	6	4	1.02
способностями	117104	41002	6	4	1.02
черта	117104	41002	6	4	1.02
бессознательные	117104	41002	6	4	1.02
вследствие	117104	41002	6	4	1.02
представлениями	117104	41002	6	4	1.02
коллективного	117104	41002	6	4	1.02
вещества	117104	41002	6	4	1.02
любое	117104	41002	6	4	1.02
Общая	117104	41002	6	4	1.02
информационная	117104	41002	6	4	1.02
изучении	117104	41002	6	4	1.02
интерес	117104	41002	6	4	1.02
Следовательно	117104	41002	6	4	1.02
рассмотреть	117104	41002	6	4	1.02
практики	117104	41002	6	4	1.02
целостного	117104	41002	6	4	1.02
помимо	117104	41002	6	4	1.02
определенную	117104	41002	6	4	1.02
появилось	117104	41002	6	4	1.02
ценность	117104	41002	6	4	1.02
кратковременной	117104	41002	6	4	1.02
предсказать	117104	41002	6	4	1.02
немало	117104	41002	6	4	1.02
динамики	117104	41002	6	4	1.02
идею	117104	41002	6	4	1.02
направлено	117104	41002	6	4	1.02
чертой	117104	41002	6	4	1.02
целый	117104	41002	6	4	1.02
статуса	117104	41002	6	4	1.02
подобной	117104	41002	6	4	1.02
признают	117104	41002	6	4	1.02
случаи	117104	41002	6	4	1.02
присущи	117104	41002	6	4	1.02
второй	117104	41002	6	4	1.02
основная	117104	41002	6	4	1.02
спит	117104	41002	6	4	1.02
важен	117104	41002	6	4	1.02
Сократа	117104	41002	6	4	1.02
интуитивизма	117104	41002	6	4	1.02
Сенека	117104	41002	6	4	1.02
очистить	117104	41002	6	4	1.02
Махир	117104	41002	6	4	1.02
Кто	117104	41002	6	4	1.02
берется	117104	41002	6	4	1.02
рефлексии	117104	41002	19	9	1.01
общее	117104	41002	19	9	1.01
внешнего	117104	41002	19	9	1.01
Чтобы	117104	41002	19	9	1.01
любого	117104	41002	19	9	1.01
рассудок	117104	41002	11	6	1.01
множества	117104	41002	11	6	1.01
входят	117104	41002	11	6	1.01
конкретного	117104	41002	11	6	1.01
стало	117104	41002	11	6	1.01
проявления	117104	41002	11	6	1.01
контексте	117104	41002	11	6	1.01
научной	117104	41002	11	6	1.01
подробно	117104	41002	11	6	1.01
Подобные	117104	41002	11	6	1.01
Писании	117104	41002	11	6	1.01
прислушиваться	117104	41002	11	6	1.01
происходит	117104	41002	59	22	1.00
одного	117104	41002	22	10	0.99
физических	117104	41002	22	10	0.99
содержание	117104	41002	22	10	0.99
значение	117104	41002	43	17	0.99
после	117104	41002	53	20	0.99
жизнь	117104	41002	53	20	0.99
самым	117104	41002	25	11	0.98
целом	117104	41002	25	11	0.98
непосредственно	117104	41002	25	11	0.98
могли	117104	41002	25	11	0.98
отношение	117104	41002	37	15	0.98
знания	117104	41002	37	15	0.98
связи	117104	41002	37	15	0.98
деятельность	117104	41002	37	15	0.98
Бог	117104	41002	34	14	0.98
мышления	117104	41002	31	13	0.98
совсем	117104	41002	31	13	0.98
На	117104	41002	59	21	0.97
концепции	117104	41002	14	7	0.97
Под	117104	41002	14	7	0.97
условий	117104	41002	14	7	0.97
каким	117104	41002	14	7	0.97
интегрированной	117104	41002	14	7	0.97
ошибки	117104	41002	14	7	0.97
благодаря	117104	41002	41	16	0.96
тот	117104	41002	48	18	0.96
значит	117104	41002	48	18	0.96
закон	117104	41002	52	19	0.95
естественных	117104	41002	4	3	0.95
полюса	117104	41002	4	3	0.95
соотносительного	117104	41002	4	3	0.95
всеобщее	117104	41002	4	3	0.95
какова	117104	41002	4	3	0.95
