token	corpus size	all contexts size	frequency	co-frequency	specificity
вызывая	242815	19521	7	3	1.89
благо	242815	19521	7	3	1.89
авторитету	242815	19521	7	3	1.89
важнее	242815	19521	7	3	1.89
проявляет	242815	19521	7	3	1.89
сохранять	242815	19521	7	3	1.89
присущи	242815	19521	7	3	1.89
Надо	242815	19521	7	3	1.89
искажения	242815	19521	7	3	1.89
точкой	242815	19521	7	3	1.89
требованиями	242815	19521	7	3	1.89
Феномен	242815	19521	7	3	1.89
Святогорец	242815	19521	7	3	1.89
покаянием	242815	19521	7	3	1.89
само	242815	19521	43	8	1.87
поэтому	242815	19521	79	12	1.87
проявления	242815	19521	27	6	1.86
вызывает	242815	19521	27	6	1.86
жить	242815	19521	52	9	1.85
изначально	242815	19521	13	4	1.85
тех	242815	19521	89	13	1.85
чем	242815	19521	212	25	1.85
суд	242815	19521	20	5	1.83
Развитие	242815	19521	20	5	1.83
совершает	242815	19521	20	5	1.83
глубоко	242815	19521	20	5	1.83
Поэтому	242815	19521	90	13	1.82
ребенка	242815	19521	62	10	1.81
чтобы	242815	19521	302	33	1.81
которого	242815	19521	101	14	1.78
страх	242815	19521	45	8	1.77
которая	242815	19521	196	23	1.75
тонкое	242815	19521	3	2	1.75
грешников	242815	19521	3	2	1.75
собеседник	242815	19521	3	2	1.75
светская	242815	19521	3	2	1.75
свидетельстве	242815	19521	3	2	1.75
непоколебимую	242815	19521	3	2	1.75
обособленной	242815	19521	3	2	1.75
полному	242815	19521	3	2	1.75
источниках	242815	19521	3	2	1.75
производное	242815	19521	3	2	1.75
надобности	242815	19521	3	2	1.75
предписаний	242815	19521	3	2	1.75
«Угрызения	242815	19521	3	2	1.75
пропорциональны	242815	19521	3	2	1.75
добродетелям	242815	19521	3	2	1.75
менялось	242815	19521	3	2	1.75
греческой	242815	19521	3	2	1.75
демона	242815	19521	3	2	1.75
напоминают	242815	19521	3	2	1.75
апостола	242815	19521	3	2	1.75
заговорил	242815	19521	3	2	1.75
неоднократно	242815	19521	3	2	1.75
неподкупного	242815	19521	3	2	1.75
достаточный	242815	19521	3	2	1.75
вращается	242815	19521	3	2	1.75
рассматривающих	242815	19521	3	2	1.75
коллизии	242815	19521	3	2	1.75
отметили	242815	19521	3	2	1.75
правах	242815	19521	3	2	1.75
Шопенгауэр	242815	19521	3	2	1.75
вводит	242815	19521	3	2	1.75
Условно	242815	19521	3	2	1.75
у таких	242815	19521	3	2	1.75
рождают	242815	19521	3	2	1.75
пережив	242815	19521	3	2	1.75
личную	242815	19521	3	2	1.75
правоту	242815	19521	3	2	1.75
Немецкий	242815	19521	3	2	1.75
Мартин	242815	19521	3	2	1.75
основан	242815	19521	3	2	1.75
действовала	242815	19521	3	2	1.75
Святым	242815	19521	3	2	1.75
богословии	242815	19521	3	2	1.75
Учение	242815	19521	3	2	1.75
исцеляет	242815	19521	3	2	1.75
возвышается	242815	19521	3	2	1.75
индивидуальная	242815	19521	3	2	1.75
пройдут	242815	19521	3	2	1.75
Петра	242815	19521	3	2	1.75
идолов	242815	19521	3	2	1.75
правильными	242815	19521	3	2	1.75
:18)	242815	19521	3	2	1.75
причинять	242815	19521	3	2	1.75
Владимира	242815	19521	3	2	1.75
Даля	242815	19521	3	2	1.75
матрицы	242815	19521	3	2	1.75
святитель	242815	19521	3	2	1.75
страстям	242815	19521	3	2	1.75
искажений	242815	19521	3	2	1.75
терзаний	242815	19521	3	2	1.75
усыпления	242815	19521	3	2	1.75
Сочувствие	242815	19521	3	2	1.75
лукавой	242815	19521	3	2	1.75
мало-помалу	242815	19521	3	2	1.75
духам	242815	19521	3	2	1.75
обольстителям	242815	19521	3	2	1.75
внушениям	242815	19521	3	2	1.75
обличала	242815	19521	3	2	1.75
сформировала	242815	19521	3	2	1.75
усваивать	242815	19521	3	2	1.75
Нейробиология	242815	19521	3	2	1.75
отвечающую	242815	19521	3	2	1.75
моральному	242815	19521	3	2	1.75
стимулами	242815	19521	3	2	1.75
расстройстве	242815	19521	3	2	1.75
добрая	242815	19521	3	2	1.75
испытал	242815	19521	3	2	1.75
Талмуде	242815	19521	3	2	1.75
«успокоить»	242815	19521	3	2	1.75
терпит	242815	19521	3	2	1.75
сделанное	242815	19521	3	2	1.75
подавляет	242815	19521	3	2	1.75
(1Кр	242815	19521	3	2	1.75
согрешает	242815	19521	3	2	1.75
определяли	242815	19521	3	2	1.75
Даль	242815	19521	3	2	1.75
грызет	242815	19521	3	2	1.75
разделяет	242815	19521	3	2	1.75
поощрения	242815	19521	3	2	1.75
глупость	242815	19521	3	2	1.75
мучила	242815	19521	3	2	1.75
едино	242815	19521	3	2	1.75
помогала	242815	19521	3	2	1.75
предкам	242815	19521	3	2	1.75
«Чем	242815	19521	3	2	1.75
живущего	242815	19521	3	2	1.75
подтверждает	242815	19521	3	2	1.75
Мыслители	242815	19521	3	2	1.75
правой	242815	19521	3	2	1.75
проступка	242815	19521	3	2	1.75
господином	242815	19521	3	2	1.75
трансцендентного	242815	19521	3	2	1.75
эры	242815	19521	3	2	1.75
«Для	242815	19521	3	2	1.75
остатки	242815	19521	3	2	1.75
гражданина	242815	19521	3	2	1.75
восстановлении	242815	19521	3	2	1.75
огнем	242815	19521	3	2	1.75
первоначальная	242815	19521	3	2	1.75
попрание	242815	19521	3	2	1.75
очерствевшей	242815	19521	3	2	1.75
покрывается	242815	19521	3	2	1.75
Никодим	242815	19521	3	2	1.75
испытании	242815	19521	3	2	1.75
вечером	242815	19521	3	2	1.75
настоящая	242815	19521	3	2	1.75
воля	242815	19521	21	5	1.75
рассматривается	242815	19521	21	5	1.75
нравственной	242815	19521	21	5	1.75
живет	242815	19521	21	5	1.75
страха	242815	19521	37	7	1.74
признать	242815	19521	14	4	1.74
интуитивизма	242815	19521	14	4	1.74
, —	242815	19521	14	4	1.74
жизненных	242815	19521	14	4	1.74
очевидно	242815	19521	14	4	1.74
пред	242815	19521	14	4	1.74
простыми	242815	19521	14	4	1.74
происхождения	242815	19521	14	4	1.74
Человек	242815	19521	83	12	1.74
Из	242815	19521	29	6	1.73
связана	242815	19521	29	6	1.73
играет	242815	19521	29	6	1.73
стать	242815	19521	29	6	1.73
награждает	242815	19521	8	3	1.72
хотите	242815	19521	8	3	1.72
подсознательно	242815	19521	8	3	1.72
приятно	242815	19521	8	3	1.72
безнаказанно	242815	19521	8	3	1.72
чувствительности	242815	19521	8	3	1.72
Христова	242815	19521	8	3	1.72
следовать	242815	19521	8	3	1.72
различает	242815	19521	8	3	1.72
трёх	242815	19521	8	3	1.72
естественного	242815	19521	8	3	1.72
вывести	242815	19521	8	3	1.72
фактором	242815	19521	8	3	1.72
страсть	242815	19521	8	3	1.72
важный	242815	19521	8	3	1.72
обрести	242815	19521	8	3	1.72
всех	242815	19521	156	19	1.70
говорят	242815	19521	47	8	1.68
иметь	242815	19521	47	8	1.68
способность	242815	19521	157	19	1.68
того	242815	19521	346	36	1.68
где	242815	19521	105	14	1.68
чувствовать	242815	19521	22	5	1.67
заставляет	242815	19521	22	5	1.67
самостоятельно	242815	19521	22	5	1.67
сердца	242815	19521	30	6	1.67
возникают	242815	19521	30	6	1.67
такой	242815	19521	106	14	1.65
быть	242815	19521	418	42	1.65
людьми	242815	19521	57	9	1.65
ещё	242815	19521	57	9	1.65
идти	242815	19521	15	4	1.64
Духа	242815	19521	15	4	1.64
внутренними	242815	19521	15	4	1.64
морали	242815	19521	39	7	1.64
общество	242815	19521	31	6	1.61
свойство	242815	19521	58	9	1.61
еще	242815	19521	150	18	1.61
сколько	242815	19521	23	5	1.60
три	242815	19521	49	8	1.60
бывает	242815	19521	40	7	1.59
Не	242815	19521	88	12	1.59
плохим	242815	19521	9	3	1.58
спастись	242815	19521	9	3	1.58
Примеры	242815	19521	9	3	1.58
Психологическая	242815	19521	9	3	1.58
раскаяние	242815	19521	9	3	1.58
естественным	242815	19521	9	3	1.58
возникновение	242815	19521	9	3	1.58
общему	242815	19521	9	3	1.58
следствием	242815	19521	9	3	1.58
учения	242815	19521	9	3	1.58
случаи	242815	19521	9	3	1.58
Социальная	242815	19521	9	3	1.58
возвращается	242815	19521	9	3	1.58
признак	242815	19521	9	3	1.58
руководствоваться	242815	19521	9	3	1.58
сего	242815	19521	9	3	1.58
ищут	242815	19521	9	3	1.58
Откуда	242815	19521	9	3	1.58
Святые	242815	19521	9	3	1.58
Свобода	242815	19521	9	3	1.58
все-таки	242815	19521	9	3	1.58
мешает	242815	19521	9	3	1.58
наличие	242815	19521	59	9	1.57
собственной	242815	19521	32	6	1.56
принято	242815	19521	16	4	1.56
поступками	242815	19521	16	4	1.56
стала	242815	19521	16	4	1.56
свобода	242815	19521	16	4	1.56
действиям	242815	19521	16	4	1.56
обществом	242815	19521	16	4	1.56
сразу	242815	19521	41	7	1.55
мнению	242815	19521	41	7	1.55
слова	242815	19521	90	12	1.54
настолько	242815	19521	24	5	1.54
свет	242815	19521	24	5	1.54
тут	242815	19521	24	5	1.54
чувств	242815	19521	70	10	1.53
несколько	242815	19521	70	10	1.53
но	242815	19521	638	59	1.53
нельзя	242815	19521	91	12	1.51
