token	corpus size	all contexts size	frequency	co-frequency	specificity
характерных	278991	23146	7	3	1.85
самостоятельной	278991	23146	7	3	1.85
доступны	278991	23146	7	3	1.85
информационным	278991	23146	7	3	1.85
степенью	278991	23146	7	3	1.85
панпсихизма	278991	23146	7	3	1.85
называемые	278991	23146	7	3	1.85
порождается	278991	23146	7	3	1.85
осуществление	278991	23146	7	3	1.85
соотносится	278991	23146	7	3	1.85
временных	278991	23146	7	3	1.85
возникать	278991	23146	7	3	1.85
видом	278991	23146	7	3	1.85
Формы	278991	23146	7	3	1.85
исследовать	278991	23146	7	3	1.85
волновой	278991	23146	7	3	1.85
Виды	278991	23146	7	3	1.85
непрерывности	278991	23146	7	3	1.85
нарушениях	278991	23146	7	3	1.85
происходит	278991	23146	125	17	1.84
помощью	278991	23146	87	13	1.83
имеют	278991	23146	51	9	1.83
менее	278991	23146	69	11	1.81
пределы	278991	23146	13	4	1.81
предлагает	278991	23146	13	4	1.81
характеристика	278991	23146	13	4	1.81
субстанции	278991	23146	13	4	1.81
живых	278991	23146	13	4	1.81
взгляд	278991	23146	27	6	1.81
очередь	278991	23146	43	8	1.80
объекта	278991	23146	35	7	1.79
качестве	278991	23146	52	9	1.78
определенные	278991	23146	20	5	1.78
искать	278991	23146	20	5	1.78
«я»	278991	23146	20	5	1.78
При	278991	23146	108	15	1.77
результате	278991	23146	44	8	1.75
систем	278991	23146	28	6	1.74
сущность	278991	23146	28	6	1.74
собственного	278991	23146	36	7	1.74
поле	278991	23146	36	7	1.74
«высшая	278991	23146	3	2	1.72
Представления	278991	23146	3	2	1.72
нейробиолога	278991	23146	3	2	1.72
высшую	278991	23146	3	2	1.72
Декартом	278991	23146	3	2	1.72
получило	278991	23146	3	2	1.72
функционалистов	278991	23146	3	2	1.72
Пракрити	278991	23146	3	2	1.72
репрезентативных	278991	23146	3	2	1.72
модули	278991	23146	3	2	1.72
социальности	278991	23146	3	2	1.72
ведутся	278991	23146	3	2	1.72
смысловых	278991	23146	3	2	1.72
позволяющая	278991	23146	3	2	1.72
сформировался	278991	23146	3	2	1.72
представляла	278991	23146	3	2	1.72
Поток	278991	23146	3	2	1.72
формированием	278991	23146	3	2	1.72
философского	278991	23146	3	2	1.72
взаимодействию	278991	23146	3	2	1.72
недостаток	278991	23146	3	2	1.72
(которые	278991	23146	3	2	1.72
определяемые	278991	23146	3	2	1.72
элементарные	278991	23146	3	2	1.72
подтвердил	278991	23146	3	2	1.72
машинного	278991	23146	3	2	1.72
наибольшей	278991	23146	3	2	1.72
Φ	278991	23146	3	2	1.72
теоретической	278991	23146	3	2	1.72
Структурная	278991	23146	3	2	1.72
аналитической	278991	23146	3	2	1.72
реализует	278991	23146	3	2	1.72
отключение	278991	23146	3	2	1.72
инициировать	278991	23146	3	2	1.72
точно)	278991	23146	3	2	1.72
спорной	278991	23146	3	2	1.72
Аргументы	278991	23146	3	2	1.72
проживает	278991	23146	3	2	1.72
являемся	278991	23146	3	2	1.72
частичкой	278991	23146	3	2	1.72
перемещения	278991	23146	3	2	1.72
анализируют	278991	23146	3	2	1.72
уникальное	278991	23146	3	2	1.72
религиозное	278991	23146	3	2	1.72
занимал	278991	23146	3	2	1.72
независимыми	278991	23146	3	2	1.72
интегрирует	278991	23146	3	2	1.72
субстрат	278991	23146	3	2	1.72
лежащие	278991	23146	3	2	1.72
личностный	278991	23146	3	2	1.72
Модель	278991	23146	3	2	1.72
программ	278991	23146	3	2	1.72
относить	278991	23146	3	2	1.72
Давно	278991	23146	3	2	1.72
отличительной	278991	23146	3	2	1.72
помрачение	278991	23146	3	2	1.72
частичная	278991	23146	3	2	1.72
перечисленных	278991	23146	3	2	1.72
Понятия	278991	23146	3	2	1.72
онтологический	278991	23146	3	2	1.72
аспектам	278991	23146	3	2	1.72
выявлении	278991	23146	3	2	1.72
очевидна	278991	23146	3	2	1.72
когерентности	278991	23146	3	2	1.72
семи	278991	23146	3	2	1.72
порождаться	278991	23146	3	2	1.72
реализовываться	278991	23146	3	2	1.72
сущностями	278991	23146	3	2	1.72
логически	278991	23146	3	2	1.72
субстрата	278991	23146	3	2	1.72
лишенных	278991	23146	3	2	1.72
физикалистской	278991	23146	3	2	1.72
косвенным	278991	23146	3	2	1.72
нейрокогнитивных	278991	23146	3	2	1.72
самосознании	278991	23146	3	2	1.72
Относительно	278991	23146	3	2	1.72
нефизических	278991	23146	3	2	1.72
антифизикалистских	278991	23146	3	2	1.72
онтологии	278991	23146	3	2	1.72
отвергают	278991	23146	3	2	1.72
набросков	278991	23146	3	2	1.72
Критики	278991	23146	3	2	1.72
объяснено	278991	23146	3	2	1.72
ядро	278991	23146	3	2	1.72
категорию	278991	23146	3	2	1.72
Стюарт	278991	23146	3	2	1.72
Хамерофф	278991	23146	3	2	1.72
искали	278991	23146	3	2	1.72
обыденного	278991	23146	3	2	1.72
сознаем	278991	23146	3	2	1.72
прекращения	278991	23146	3	2	1.72
местом	278991	23146	3	2	1.72
бодрствующем	278991	23146	3	2	1.72
низших	278991	23146	3	2	1.72
лечить	278991	23146	3	2	1.72
вынести	278991	23146	3	2	1.72
представляли	278991	23146	3	2	1.72
существенный	278991	23146	3	2	1.72
Константность	278991	23146	3	2	1.72
Ясность	278991	23146	3	2	1.72
компонента	278991	23146	3	2	1.72
определяются	278991	23146	3	2	1.72
Dasein	278991	23146	3	2	1.72
отличных	278991	23146	3	2	1.72
отклика	278991	23146	3	2	1.72
сведений	278991	23146	3	2	1.72
механизмах	278991	23146	3	2	1.72
христианское	278991	23146	3	2	1.72
словарь)	278991	23146	3	2	1.72
растений	278991	23146	3	2	1.72
вершиной	278991	23146	3	2	1.72
заключающееся	278991	23146	3	2	1.72
технологической	278991	23146	3	2	1.72
в ходе	278991	23146	3	2	1.72
изменяют	278991	23146	3	2	1.72
предсознания	278991	23146	3	2	1.72
Предсознание	278991	23146	3	2	1.72
способствуют	278991	23146	3	2	1.72
Знания	278991	23146	3	2	1.72
помогая	278991	23146	3	2	1.72
разум	278991	23146	45	8	1.71
переживаний	278991	23146	45	8	1.71
Таким	278991	23146	72	11	1.71
лишь	278991	23146	151	19	1.70
чего-то	278991	23146	14	4	1.70
происхождения	278991	23146	14	4	1.70
начинается	278991	23146	14	4	1.70
Теории	278991	23146	14	4	1.70
субъективное	278991	23146	14	4	1.70
сложных	278991	23146	14	4	1.70
новой	278991	23146	14	4	1.70
кратковременной	278991	23146	14	4	1.70
свойственно	278991	23146	14	4	1.70
Понимание	278991	23146	14	4	1.70
предположение	278991	23146	14	4	1.70
этапе	278991	23146	14	4	1.70
рассматривается	278991	23146	21	5	1.70
сложной	278991	23146	21	5	1.70
связан	278991	23146	21	5	1.70
квантовой	278991	23146	21	5	1.70
означает	278991	23146	63	10	1.70
мозг	278991	23146	101	14	1.70
прежде	278991	23146	54	9	1.70
головного	278991	23146	54	9	1.70
остается	278991	23146	37	7	1.68
Феномен	278991	23146	8	3	1.68
узком	278991	23146	8	3	1.68
некоторого	278991	23146	8	3	1.68
известный	278991	23146	8	3	1.68
чувственной	278991	23146	8	3	1.68
конечном	278991	23146	8	3	1.68
сложность	278991	23146	8	3	1.68
знаниями	278991	23146	8	3	1.68
присуще	278991	23146	8	3	1.68
обладать	278991	23146	8	3	1.68
организме	278991	23146	8	3	1.68
Состояния	278991	23146	8	3	1.68
утверждать	278991	23146	8	3	1.68
частных	278991	23146	8	3	1.68
указанных	278991	23146	8	3	1.68
